Ticket,Fecha,Producto,Cantidad,Precio,Total_Ítem,Subtotal,Descuento,IVA,Total,Método_Pago
0OUF97,2025-06-07,Leche 1L,3,26.12,78.37,5814.61,0.0,930.34,6764.49,Efectivo
0OUF97,2025-06-07,Licuadora,2,761.1,1522.2,5814.61,0.0,930.34,6764.49,Efectivo
0OUF97,2025-06-07,Microondas,1,1968.91,1968.91,5814.61,0.0,930.34,6764.49,Efectivo
0OUF97,2025-06-07,Pan Baguette,2,30.05,60.11,5814.61,0.0,930.34,6764.49,Efectivo
0OUF97,2025-06-07,Sartén antiadherente,3,365.73,1097.2,5814.61,0.0,930.34,6764.49,Efectivo
0Q09LX,2025-07-05,Pan Baguette,3,30.84,92.53,5861.15,0.0,937.78,6791.58,Efectivo
0Q09LX,2025-07-05,Refresco 2L,1,36.49,36.49,5861.15,0.0,937.78,6791.58,Efectivo
0Q09LX,2025-07-05,Microondas,2,1919.79,3839.58,5861.15,0.0,937.78,6791.58,Efectivo
0Q09LX,2025-07-05,Sartén antiadherente,2,344.54,689.07,5861.15,0.0,937.78,6791.58,Efectivo
0Q09LX,2025-07-05,Huevos 12pz,1,83.21,83.21,5861.15,0.0,937.78,6791.58,Efectivo
0Q09LX,2025-07-05,Huevos 12pz,1,78.09,78.09,5861.15,0.0,937.78,6791.58,Efectivo
0Q09LX,2025-07-05,Pan Baguette,1,30.51,30.51,5861.15,0.0,937.78,6791.58,Efectivo
0Q09LX,2025-07-05,Pan Baguette,3,30.23,90.69,5861.15,0.0,937.78,6791.58,Efectivo
0Q09LX,2025-07-05,Pollo 1kg,1,115.01,115.01,5861.15,0.0,937.78,6791.58,Efectivo
0Q09LX,2025-07-05,Pan Baguette,3,30.57,91.71,5861.15,0.0,937.78,6791.58,Efectivo
0Q09LX,2025-07-05,Sartén antiadherente,2,357.13,714.26,5861.15,0.0,937.78,6791.58,Efectivo
0Q5VYE,2025-08-08,Sartén antiadherente,2,335.87,671.74,5841.98,0.0,934.72,6755.33,Tarjeta
0Q5VYE,2025-08-08,Refresco 2L,1,34.66,34.66,5841.98,0.0,934.72,6755.33,Tarjeta
0Q5VYE,2025-08-08,Sartén antiadherente,1,349.42,349.42,5841.98,0.0,934.72,6755.33,Tarjeta
0Q5VYE,2025-08-08,Huevos 12pz,1,76.33,76.33,5841.98,0.0,934.72,6755.33,Tarjeta
0Q5VYE,2025-08-08,Licuadora,2,836.87,1673.73,5841.98,0.0,934.72,6755.33,Tarjeta
0Q5VYE,2025-08-08,Huevos 12pz,1,79.41,79.41,5841.98,0.0,934.72,6755.33,Tarjeta
0Q5VYE,2025-08-08,Sartén antiadherente,8,334.33,2674.63,5841.98,0.0,934.72,6755.33,Tarjeta
0Q5VYE,2025-08-08,Pollo 1kg,1,124.68,124.68,5841.98,0.0,934.72,6755.33,Tarjeta
0Q5VYE,2025-08-08,Arroz 1kg,2,39.52,79.05,5841.98,0.0,934.72,6755.33,Tarjeta
0Q5VYE,2025-08-08,Huevos 12pz,1,78.33,78.33,5841.98,0.0,934.72,6755.33,Tarjeta
0SFZBF,2025-06-20,Pollo 1kg,2,118.42,236.84,4956.86,0.0,793.1,5739.6,Efectivo
0SFZBF,2025-06-20,Leche 1L,1,25.91,25.91,4956.86,0.0,793.1,5739.6,Efectivo
0SFZBF,2025-06-20,Pollo 1kg,2,115.99,231.97,4956.86,0.0,793.1,5739.6,Efectivo
0SFZBF,2025-06-20,Pan Baguette,1,29.12,29.12,4956.86,0.0,793.1,5739.6,Efectivo
0SFZBF,2025-06-20,Detergente 2kg,2,88.31,176.62,4956.86,0.0,793.1,5739.6,Efectivo
0SFZBF,2025-06-20,Sartén antiadherente,1,360.28,360.28,4956.86,0.0,793.1,5739.6,Efectivo
0SFZBF,2025-06-20,Refresco 2L,3,35.36,106.08,4956.86,0.0,793.1,5739.6,Efectivo
0SFZBF,2025-06-20,Sartén antiadherente,1,366.22,366.22,4956.86,0.0,793.1,5739.6,Efectivo
0SFZBF,2025-06-20,Audífonos,2,1526.49,3052.99,4956.86,0.0,793.1,5739.6,Efectivo
0SFZBF,2025-06-20,Pollo 1kg,3,123.61,370.83,4956.86,0.0,793.1,5739.6,Efectivo
0SRX9U,2025-07-02,Microondas,2,1979.06,3958.12,6454.27,322.71,981.05,7068.82,Transferencia
0SRX9U,2025-07-02,Pollo 1kg,3,118.14,354.43,6454.27,322.71,981.05,7068.82,Transferencia
0SRX9U,2025-07-02,Pan Baguette,3,29.48,88.45,6454.27,322.71,981.05,7068.82,Transferencia
0SRX9U,2025-07-02,Refresco 2L,1,35.43,35.43,6454.27,322.71,981.05,7068.82,Transferencia
0SRX9U,2025-07-02,Licuadora,1,798.43,798.43,6454.27,322.71,981.05,7068.82,Transferencia
0SRX9U,2025-07-02,Refresco 2L,1,36.7,36.7,6454.27,322.71,981.05,7068.82,Transferencia
0SRX9U,2025-07-02,Leche 1L,1,24.79,24.79,6454.27,322.71,981.05,7068.82,Transferencia
0SRX9U,2025-07-02,Licuadora,1,825.75,825.75,6454.27,322.71,981.05,7068.82,Transferencia
0SRX9U,2025-07-02,Pollo 1kg,2,116.91,233.83,6454.27,322.71,981.05,7068.82,Transferencia
0SRX9U,2025-07-02,Refresco 2L,2,36.37,72.73,6454.27,322.71,981.05,7068.82,Transferencia
0SRX9U,2025-07-02,Leche 1L,1,25.61,25.61,6454.27,322.71,981.05,7068.82,Transferencia
0TDZIW,2025-08-01,Sartén antiadherente,2,359.9,719.81,0.0,0.0,0.0,0.0,Tarjeta
0TDZIW,2025-08-01,Pan Baguette,4,30.87,123.49,0.0,0.0,0.0,0.0,Tarjeta
0UIF8H,2025-08-07,Pollo 1kg,1,121.36,121.36,5063.79,0.0,810.21,5858.9,Transferencia
0UIF8H,2025-08-07,Arroz 1kg,2,41.04,82.08,5063.79,0.0,810.21,5858.9,Transferencia
0UIF8H,2025-08-07,Sartén antiadherente,1,334.79,334.79,5063.79,0.0,810.21,5858.9,Transferencia
0UIF8H,2025-08-07,Pan Baguette,3,29.02,87.06,5063.79,0.0,810.21,5858.9,Transferencia
0UIF8H,2025-08-07,Pollo 1kg,3,117.44,352.32,5063.79,0.0,810.21,5858.9,Transferencia
0UIF8H,2025-08-07,Arroz 1kg,1,41.73,41.73,5063.79,0.0,810.21,5858.9,Transferencia
0UIF8H,2025-08-07,Detergente 2kg,3,87.64,262.92,5063.79,0.0,810.21,5858.9,Transferencia
0UIF8H,2025-08-07,Audífonos,2,1551.59,3103.18,5063.79,0.0,810.21,5858.9,Transferencia
0UIF8H,2025-08-07,Huevos 12pz,1,83.74,83.74,5063.79,0.0,810.21,5858.9,Transferencia
0UIF8H,2025-08-07,Leche 1L,2,25.32,50.63,5063.79,0.0,810.21,5858.9,Transferencia
0UIF8H,2025-08-07,Pollo 1kg,1,121.3,121.3,5063.79,0.0,810.21,5858.9,Transferencia
0UIF8H,2025-08-07,Sartén antiadherente,1,349.57,349.57,5063.79,0.0,810.21,5858.9,Transferencia
0UIF8H,2025-08-07,Leche 1L,3,24.37,73.11,5063.79,0.0,810.21,5858.9,Transferencia
0VCNR5,2025-06-08,Arroz 1kg,2,40.67,81.33,5786.1,0.0,925.78,6691.86,Efectivo
0VCNR5,2025-06-08,Audífonos,1,1562.71,1562.71,5786.1,0.0,925.78,6691.86,Efectivo
0VCNR5,2025-06-08,Pan Baguette,2,28.82,57.65,5786.1,0.0,925.78,6691.86,Efectivo
0VCNR5,2025-06-08,Sartén antiadherente,2,357.13,714.26,5786.1,0.0,925.78,6691.86,Efectivo
0VCNR5,2025-06-08,Microondas,1,1972.82,1972.82,5786.1,0.0,925.78,6691.86,Efectivo
0VCNR5,2025-06-08,Huevos 12pz,1,78.04,78.04,5786.1,0.0,925.78,6691.86,Efectivo
0VCNR5,2025-06-08,Refresco 2L,2,33.52,67.04,5786.1,0.0,925.78,6691.86,Efectivo
0VCNR5,2025-06-08,Leche 1L,2,23.92,47.85,5786.1,0.0,925.78,6691.86,Efectivo
0VCNR5,2025-06-08,Sartén antiadherente,1,337.72,337.72,5786.1,0.0,925.78,6691.86,Efectivo
0VCNR5,2025-06-08,Leche 1L,1,26.06,26.06,5786.1,0.0,925.78,6691.86,Efectivo
0VCNR5,2025-06-08,Arroz 1kg,1,39.31,39.31,5786.1,0.0,925.78,6691.86,Efectivo
0VCNR5,2025-06-08,Huevos 12pz,1,80.94,80.94,5786.1,0.0,925.78,6691.86,Efectivo
0VCNR5,2025-06-08,Arroz 1kg,1,41.2,41.2,5786.1,0.0,925.78,6691.86,Efectivo
0VCNR5,2025-06-08,Sartén antiadherente,2,339.59,679.17,5786.1,0.0,925.78,6691.86,Efectivo
0Y44KS,2025-06-27,Pan Baguette,2,29.56,59.11,58645.58,2932.28,8914.13,64556.09,Tarjeta
0Y44KS,2025-06-27,Celular básico,1,4891.16,4891.16,58645.58,2932.28,8914.13,64556.09,Tarjeta
0Y44KS,2025-06-27,Pollo 1kg,2,116.37,232.73,58645.58,2932.28,8914.13,64556.09,Tarjeta
0Y44KS,2025-06-27,Celular básico,3,17134.6,51403.81,58645.58,2932.28,8914.13,64556.09,Tarjeta
0Y44KS,2025-06-27,Huevos 12pz,3,16.43,49.3,58645.58,2932.28,8914.13,64556.09,Tarjeta
0Y44KS,2025-06-27,Detergente 2kg,3,91.73,275.18,58645.58,2932.28,8914.13,64556.09,Tarjeta
0Y44KS,2025-06-27,Pollo 1kg,5,115.84,579.18,58645.58,2932.28,8914.13,64556.09,Tarjeta
0Y44KS,2025-06-27,Pollo 1kg,25,46.2,1155.11,58645.58,2932.28,8914.13,64556.09,Tarjeta
0ZU0V8,2025-06-21,Arroz 1kg,2,39.7,79.4,4958.44,0.0,793.35,5760.79,Efectivo
0ZU0V8,2025-06-21,Arroz 1kg,3,40.8,122.39,4958.44,0.0,793.35,5760.79,Efectivo
0ZU0V8,2025-06-21,Detergente 2kg,3,94.36,283.07,4958.44,0.0,793.35,5760.79,Efectivo
0ZU0V8,2025-06-21,Leche 1L,1,23.9,23.9,4958.44,0.0,793.35,5760.79,Efectivo
0ZU0V8,2025-06-21,Leche 1L,1,25.13,25.13,4958.44,0.0,793.35,5760.79,Efectivo
0ZU0V8,2025-06-21,Leche 1L,3,26.16,78.48,4958.44,0.0,793.35,5760.79,Efectivo
0ZU0V8,2025-06-21,Sartén antiadherente,1,333.27,333.27,4958.44,0.0,793.35,5760.79,Efectivo
0ZU0V8,2025-06-21,Audífonos,1,1478.32,1478.32,4958.44,0.0,793.35,5760.79,Efectivo
0ZU0V8,2025-06-21,Pan Baguette,3,28.68,86.05,4958.44,0.0,793.35,5760.79,Efectivo
0ZU0V8,2025-06-21,Detergente 2kg,2,89.26,178.53,4958.44,0.0,793.35,5760.79,Efectivo
0ZU0V8,2025-06-21,Pollo 1kg,3,118.43,355.3,4958.44,0.0,793.35,5760.79,Efectivo
0ZU0V8,2025-06-21,Audífonos,1,1551.97,1551.97,4958.44,0.0,793.35,5760.79,Efectivo
0ZU0V8,2025-06-21,Detergente 2kg,3,91.28,273.85,4958.44,0.0,793.35,5760.79,Efectivo
0ZU0V8,2025-06-21,Detergente 2kg,1,88.78,88.78,4958.44,0.0,793.35,5760.79,Efectivo
1020QU,2025-07-11,Refresco 2L,2,36.49,72.98,6275.12,313.76,953.82,6963.76,Tarjeta
1020QU,2025-07-11,Audífonos,1,1446.26,1446.26,6275.12,313.76,953.82,6963.76,Tarjeta
1020QU,2025-07-11,Huevos 12pz,3,77.4,232.21,6275.12,313.76,953.82,6963.76,Tarjeta
1020QU,2025-07-11,Arroz 1kg,2,40.03,80.07,6275.12,313.76,953.82,6963.76,Tarjeta
1020QU,2025-07-11,Sartén antiadherente,3,335.35,1006.06,6275.12,313.76,953.82,6963.76,Tarjeta
1020QU,2025-07-11,Pollo 1kg,1,119.7,119.7,6275.12,313.76,953.82,6963.76,Tarjeta
1020QU,2025-07-11,Audífonos,2,1554.18,3108.36,6275.12,313.76,953.82,6963.76,Tarjeta
1020QU,2025-07-11,Pan Baguette,1,30.95,30.95,6275.12,313.76,953.82,6963.76,Tarjeta
1020QU,2025-07-11,Pan Baguette,3,29.72,89.16,6275.12,313.76,953.82,6963.76,Tarjeta
1020QU,2025-07-11,Pan Baguette,2,28.96,57.92,6275.12,313.76,953.82,6963.76,Tarjeta
1020QU,2025-07-11,Pan Baguette,1,31.45,31.45,6275.12,313.76,953.82,6963.76,Tarjeta
10JKIK,2025-08-01,Microondas,2,2043.43,4086.85,6350.6,317.53,965.29,7011.78,Tarjeta
10JKIK,2025-08-01,Refresco 2L,2,36.06,72.12,6350.6,317.53,965.29,7011.78,Tarjeta
10JKIK,2025-08-01,Leche 1L,3,24.42,73.25,6350.6,317.53,965.29,7011.78,Tarjeta
10JKIK,2025-08-01,Sartén antiadherente,3,349.59,1048.76,6350.6,317.53,965.29,7011.78,Tarjeta
10JKIK,2025-08-01,Pollo 1kg,1,119.15,119.15,6350.6,317.53,965.29,7011.78,Tarjeta
10JKIK,2025-08-01,Detergente 2kg,3,92.92,278.76,6350.6,317.53,965.29,7011.78,Tarjeta
10JKIK,2025-08-01,Detergente 2kg,1,92.52,92.52,6350.6,317.53,965.29,7011.78,Tarjeta
10JKIK,2025-08-01,Leche 1L,8,24.25,194.03,6350.6,317.53,965.29,7011.78,Tarjeta
10JKIK,2025-08-01,Huevos 12pz,3,77.1,231.31,6350.6,317.53,965.29,7011.78,Tarjeta
10JKIK,2025-08-01,Huevos 12pz,2,76.92,153.85,6350.6,317.53,965.29,7011.78,Tarjeta
10VTVG,2025-08-08,Licuadora,2,772.36,1544.73,4907.8,0.0,785.25,5643.94,Tarjeta
10VTVG,2025-08-08,Pan Baguette,1,31.01,31.01,4907.8,0.0,785.25,5643.94,Tarjeta
10VTVG,2025-08-08,Licuadora,3,818.87,2456.61,4907.8,0.0,785.25,5643.94,Tarjeta
10VTVG,2025-08-08,Detergente 2kg,3,89.46,268.38,4907.8,0.0,785.25,5643.94,Tarjeta
10VTVG,2025-08-08,Pan Baguette,2,29.48,58.95,4907.8,0.0,785.25,5643.94,Tarjeta
10VTVG,2025-08-08,Detergente 2kg,1,85.57,85.57,4907.8,0.0,785.25,5643.94,Tarjeta
10VTVG,2025-08-08,Pan Baguette,3,30.17,90.5,4907.8,0.0,785.25,5643.94,Tarjeta
10VTVG,2025-08-08,Arroz 1kg,1,39.27,39.27,4907.8,0.0,785.25,5643.94,Tarjeta
10VTVG,2025-08-08,Refresco 2L,5,33.61,168.03,4907.8,0.0,785.25,5643.94,Tarjeta
10VTVG,2025-08-08,Huevos 12pz,2,82.38,164.75,4907.8,0.0,785.25,5643.94,Tarjeta
136ZA5,2025-07-12,Huevos 12pz,2,78.3,156.61,6266.65,313.33,952.53,6843.55,Efectivo
136ZA5,2025-07-12,Detergente 2kg,1,88.04,88.04,6266.65,313.33,952.53,6843.55,Efectivo
136ZA5,2025-07-12,Detergente 2kg,1,91.75,91.75,6266.65,313.33,952.53,6843.55,Efectivo
136ZA5,2025-07-12,Licuadora,1,828.5,828.5,6266.65,313.33,952.53,6843.55,Efectivo
136ZA5,2025-07-12,Leche 1L,3,25.88,77.63,6266.65,313.33,952.53,6843.55,Efectivo
136ZA5,2025-07-12,Licuadora,2,789.25,1578.5,6266.65,313.33,952.53,6843.55,Efectivo
136ZA5,2025-07-12,Audífonos,1,1556.36,1556.36,6266.65,313.33,952.53,6843.55,Efectivo
136ZA5,2025-07-12,Pan Baguette,1,30.33,30.33,6266.65,313.33,952.53,6843.55,Efectivo
136ZA5,2025-07-12,Sartén antiadherente,1,338.0,338.0,6266.65,313.33,952.53,6843.55,Efectivo
136ZA5,2025-07-12,Pollo 1kg,1,122.84,122.84,6266.65,313.33,952.53,6843.55,Efectivo
136ZA5,2025-07-12,Sartén antiadherente,2,345.16,690.32,6266.65,313.33,952.53,6843.55,Efectivo
136ZA5,2025-07-12,Pollo 1kg,3,117.85,353.55,6266.65,313.33,952.53,6843.55,Efectivo
136ZA5,2025-07-12,Pollo 1kg,3,118.07,354.22,6266.65,313.33,952.53,6843.55,Efectivo
143LZM,2025-06-29,Pan Baguette,1,29.26,29.26,6056.29,302.81,920.56,6648.56,Tarjeta
143LZM,2025-06-29,Huevos 12pz,1,77.17,77.17,6056.29,302.81,920.56,6648.56,Tarjeta
143LZM,2025-06-29,Pollo 1kg,3,116.04,348.12,6056.29,302.81,920.56,6648.56,Tarjeta
143LZM,2025-06-29,Huevos 12pz,1,82.8,82.8,6056.29,302.81,920.56,6648.56,Tarjeta
143LZM,2025-06-29,Detergente 2kg,1,89.42,89.42,6056.29,302.81,920.56,6648.56,Tarjeta
143LZM,2025-06-29,Leche 1L,1,24.32,24.32,6056.29,302.81,920.56,6648.56,Tarjeta
143LZM,2025-06-29,Arroz 1kg,2,40.5,80.99,6056.29,302.81,920.56,6648.56,Tarjeta
143LZM,2025-06-29,Arroz 1kg,3,38.57,115.7,6056.29,302.81,920.56,6648.56,Tarjeta
143LZM,2025-06-29,Licuadora,1,827.23,827.23,6056.29,302.81,920.56,6648.56,Tarjeta
143LZM,2025-06-29,Audífonos,3,1460.43,4381.28,6056.29,302.81,920.56,6648.56,Tarjeta
1490LX,2025-07-20,Pollo 1kg,3,114.83,344.49,4580.88,0.0,732.94,5297.27,Efectivo
1490LX,2025-07-20,Pan Baguette,2,28.62,57.24,4580.88,0.0,732.94,5297.27,Efectivo
1490LX,2025-07-20,Detergente 2kg,3,93.83,281.49,4580.88,0.0,732.94,5297.27,Efectivo
1490LX,2025-07-20,Huevos 12pz,2,79.21,158.41,4580.88,0.0,732.94,5297.27,Efectivo
1490LX,2025-07-20,Huevos 12pz,2,77.52,155.04,4580.88,0.0,732.94,5297.27,Efectivo
1490LX,2025-07-20,Leche 1L,1,25.82,25.82,4580.88,0.0,732.94,5297.27,Efectivo
1490LX,2025-07-20,Refresco 2L,3,36.72,110.16,4580.88,0.0,732.94,5297.27,Efectivo
1490LX,2025-07-20,Refresco 2L,1,33.99,33.99,4580.88,0.0,732.94,5297.27,Efectivo
1490LX,2025-07-20,Huevos 12pz,3,79.04,237.11,4580.88,0.0,732.94,5297.27,Efectivo
1490LX,2025-07-20,Huevos 12pz,1,78.6,78.6,4580.88,0.0,732.94,5297.27,Efectivo
1490LX,2025-07-20,Audífonos,2,1549.26,3098.53,4580.88,0.0,732.94,5297.27,Efectivo
14AS4R,2025-06-22,Arroz 1kg,2,39.62,79.24,4678.05,0.0,748.49,5426.2,Efectivo
14AS4R,2025-06-22,Refresco 2L,2,33.95,67.91,4678.05,0.0,748.49,5426.2,Efectivo
14AS4R,2025-06-22,Huevos 12pz,3,82.23,246.69,4678.05,0.0,748.49,5426.2,Efectivo
14AS4R,2025-06-22,Refresco 2L,1,34.09,34.09,4678.05,0.0,748.49,5426.2,Efectivo
14AS4R,2025-06-22,Pollo 1kg,3,122.77,368.32,4678.05,0.0,748.49,5426.2,Efectivo
14AS4R,2025-06-22,Pan Baguette,3,29.03,87.08,4678.05,0.0,748.49,5426.2,Efectivo
14AS4R,2025-06-22,Licuadora,3,820.69,2462.08,4678.05,0.0,748.49,5426.2,Efectivo
14AS4R,2025-06-22,Huevos 12pz,3,78.88,236.63,4678.05,0.0,748.49,5426.2,Efectivo
14AS4R,2025-06-22,Sartén antiadherente,2,336.99,673.98,4678.05,0.0,748.49,5426.2,Efectivo
14AS4R,2025-06-22,Detergente 2kg,2,87.04,174.08,4678.05,0.0,748.49,5426.2,Efectivo
14AS4R,2025-06-22,Pan Baguette,3,28.67,86.02,4678.05,0.0,748.49,5426.2,Efectivo
14AS4R,2025-06-22,Refresco 2L,3,36.74,110.23,4678.05,0.0,748.49,5426.2,Efectivo
14AS4R,2025-06-22,Leche 1L,2,25.85,51.7,4678.05,0.0,748.49,5426.2,Efectivo
15GJZ6,2025-07-14,Sartén antiadherente,1,359.01,359.01,5887.84,0.0,942.05,6814.3,Transferencia
15GJZ6,2025-07-14,Detergente 2kg,3,92.67,278.0,5887.84,0.0,942.05,6814.3,Transferencia
15GJZ6,2025-07-14,Sartén antiadherente,2,361.68,723.36,5887.84,0.0,942.05,6814.3,Transferencia
15GJZ6,2025-07-14,Huevos 12pz,2,79.19,158.37,5887.84,0.0,942.05,6814.3,Transferencia
15GJZ6,2025-07-14,Sartén antiadherente,3,352.65,1057.95,5887.84,0.0,942.05,6814.3,Transferencia
15GJZ6,2025-07-14,Arroz 1kg,1,39.35,39.35,5887.84,0.0,942.05,6814.3,Transferencia
15GJZ6,2025-07-14,Licuadora,3,766.59,2299.78,5887.84,0.0,942.05,6814.3,Transferencia
15GJZ6,2025-07-14,Huevos 12pz,2,77.98,155.95,5887.84,0.0,942.05,6814.3,Transferencia
15GJZ6,2025-07-14,Arroz 1kg,2,39.5,79.0,5887.84,0.0,942.05,6814.3,Transferencia
15GJZ6,2025-07-14,Pollo 1kg,3,115.21,345.62,5887.84,0.0,942.05,6814.3,Transferencia
15GJZ6,2025-07-14,Pollo 1kg,2,123.58,247.16,5887.84,0.0,942.05,6814.3,Transferencia
15GJZ6,2025-07-14,Refresco 2L,1,34.24,34.24,5887.84,0.0,942.05,6814.3,Transferencia
15GJZ6,2025-07-14,Refresco 2L,3,36.68,110.05,5887.84,0.0,942.05,6814.3,Transferencia
17DDXY,2025-06-25,Licuadora,1,831.69,831.69,6042.71,302.14,918.49,6673.0,Transferencia
17DDXY,2025-06-25,Detergente 2kg,1,89.83,89.83,6042.71,302.14,918.49,6673.0,Transferencia
17DDXY,2025-06-25,Pan Baguette,2,29.1,58.2,6042.71,302.14,918.49,6673.0,Transferencia
17DDXY,2025-06-25,Pollo 1kg,3,122.07,366.2,6042.71,302.14,918.49,6673.0,Transferencia
17DDXY,2025-06-25,Detergente 2kg,3,91.69,275.07,6042.71,302.14,918.49,6673.0,Transferencia
17DDXY,2025-06-25,Pan Baguette,3,31.15,93.46,6042.71,302.14,918.49,6673.0,Transferencia
17DDXY,2025-06-25,Huevos 12pz,2,82.56,165.12,6042.71,302.14,918.49,6673.0,Transferencia
17DDXY,2025-06-25,Leche 1L,2,24.96,49.91,6042.71,302.14,918.49,6673.0,Transferencia
17DDXY,2025-06-25,Microondas,1,1998.17,1998.17,6042.71,302.14,918.49,6673.0,Transferencia
17DDXY,2025-06-25,Pan Baguette,1,29.7,29.7,6042.71,302.14,918.49,6673.0,Transferencia
17DDXY,2025-06-25,Huevos 12pz,1,76.16,76.16,6042.71,302.14,918.49,6673.0,Transferencia
17DDXY,2025-06-25,Licuadora,2,820.37,1640.74,6042.71,302.14,918.49,6673.0,Transferencia
17DDXY,2025-06-25,Pan Baguette,2,29.36,58.71,6042.71,302.14,918.49,6673.0,Transferencia
17DDXY,2025-06-25,Pollo 1kg,2,123.59,247.19,6042.71,302.14,918.49,6673.0,Transferencia
17DDXY,2025-06-25,Pan Baguette,2,31.28,62.56,6042.71,302.14,918.49,6673.0,Transferencia
190OXL,2025-08-05,Huevos 12pz,1,79.77,79.77,5818.07,0.0,930.89,6663.19,Tarjeta
190OXL,2025-08-05,Refresco 2L,3,36.36,109.08,5818.07,0.0,930.89,6663.19,Tarjeta
190OXL,2025-08-05,Arroz 1kg,1,39.46,39.46,5818.07,0.0,930.89,6663.19,Tarjeta
190OXL,2025-08-05,Pollo 1kg,3,114.55,343.65,5818.07,0.0,930.89,6663.19,Tarjeta
190OXL,2025-08-05,Pan Baguette,3,28.75,86.24,5818.07,0.0,930.89,6663.19,Tarjeta
190OXL,2025-08-05,Leche 1L,2,24.79,49.59,5818.07,0.0,930.89,6663.19,Tarjeta
190OXL,2025-08-05,Leche 1L,2,23.76,47.53,5818.07,0.0,930.89,6663.19,Tarjeta
190OXL,2025-08-05,Microondas,1,1936.59,1936.59,5818.07,0.0,930.89,6663.19,Tarjeta
190OXL,2025-08-05,Arroz 1kg,2,39.47,78.93,5818.07,0.0,930.89,6663.19,Tarjeta
190OXL,2025-08-05,Refresco 2L,3,35.07,105.22,5818.07,0.0,930.89,6663.19,Tarjeta
190OXL,2025-08-05,Pan Baguette,3,28.8,86.39,5818.07,0.0,930.89,6663.19,Tarjeta
190OXL,2025-08-05,Huevos 12pz,3,78.76,236.29,5818.07,0.0,930.89,6663.19,Tarjeta
190OXL,2025-08-05,Huevos 12pz,2,79.64,159.28,5818.07,0.0,930.89,6663.19,Tarjeta
190OXL,2025-08-05,Audífonos,1,1446.71,1446.71,5818.07,0.0,930.89,6663.19,Tarjeta
190OXL,2025-08-05,Sartén antiadherente,3,337.78,1013.34,5818.07,0.0,930.89,6663.19,Tarjeta
195GJ4,2025-08-21,Arroz 1kg,3,38.31,114.94,5594.47,0.0,895.12,6433.87,Transferencia
195GJ4,2025-08-21,Pollo 1kg,3,121.15,363.44,5594.47,0.0,895.12,6433.87,Transferencia
195GJ4,2025-08-21,Pan Baguette,6,29.29,175.73,5594.47,0.0,895.12,6433.87,Transferencia
195GJ4,2025-08-21,Pollo 1kg,1,115.8,115.8,5594.47,0.0,895.12,6433.87,Transferencia
195GJ4,2025-08-21,Licuadora,1,828.84,828.84,5594.47,0.0,895.12,6433.87,Transferencia
195GJ4,2025-08-21,Detergente 2kg,2,88.3,176.6,5594.47,0.0,895.12,6433.87,Transferencia
195GJ4,2025-08-21,Leche 1L,2,25.86,51.71,5594.47,0.0,895.12,6433.87,Transferencia
195GJ4,2025-08-21,Sartén antiadherente,2,340.76,681.51,5594.47,0.0,895.12,6433.87,Transferencia
195GJ4,2025-08-21,Audífonos,1,1500.13,1500.13,5594.47,0.0,895.12,6433.87,Transferencia
195GJ4,2025-08-21,Pollo 1kg,1,118.41,118.41,5594.47,0.0,895.12,6433.87,Transferencia
195GJ4,2025-08-21,Audífonos,1,1467.36,1467.36,5594.47,0.0,895.12,6433.87,Transferencia
19PLR8,2025-06-09,Pan Baguette,18,28.99,521.9,80685.44,4034.27,12264.19,88931.99,Tarjeta
19PLR8,2025-06-09,Huevos 12pz,19,79.81,1516.33,80685.44,4034.27,12264.19,88931.99,Tarjeta
19PLR8,2025-06-09,Detergente 2kg,35,93.35,3267.28,80685.44,4034.27,12264.19,88931.99,Tarjeta
19PLR8,2025-06-09,Leche 1L,1,23.93,23.93,80685.44,4034.27,12264.19,88931.99,Tarjeta
19PLR8,2025-06-09,Celular básico,15,5016.98,75254.74,80685.44,4034.27,12264.19,88931.99,Tarjeta
19PLR8,2025-06-09,Pan Baguette,5,30.45,152.23,80685.44,4034.27,12264.19,88931.99,Tarjeta
1C89VU,2025-06-13,Pan Baguette,2,28.75,57.5,6183.9,309.19,939.95,6781.08,Tarjeta
1C89VU,2025-06-13,Huevos 12pz,2,79.52,159.04,6183.9,309.19,939.95,6781.08,Tarjeta
1C89VU,2025-06-13,Huevos 12pz,3,82.62,247.85,6183.9,309.19,939.95,6781.08,Tarjeta
1C89VU,2025-06-13,Pollo 1kg,2,121.58,243.16,6183.9,309.19,939.95,6781.08,Tarjeta
1C89VU,2025-06-13,Microondas,1,1949.86,1949.86,6183.9,309.19,939.95,6781.08,Tarjeta
1C89VU,2025-06-13,Huevos 12pz,1,78.44,78.44,6183.9,309.19,939.95,6781.08,Tarjeta
1C89VU,2025-06-13,Detergente 2kg,1,87.2,87.2,6183.9,309.19,939.95,6781.08,Tarjeta
1C89VU,2025-06-13,Pan Baguette,2,28.5,57.0,6183.9,309.19,939.95,6781.08,Tarjeta
1C89VU,2025-06-13,Arroz 1kg,2,40.15,80.31,6183.9,309.19,939.95,6781.08,Tarjeta
1C89VU,2025-06-13,Licuadora,1,799.56,799.56,6183.9,309.19,939.95,6781.08,Tarjeta
1C89VU,2025-06-13,Licuadora,3,779.0,2336.99,6183.9,309.19,939.95,6781.08,Tarjeta
